name,ra_deg,dec_deg,vmag,spectral,parallax_mas,pmra_mas,pmdec_mas
HIP 5081,16.27229777,14.94600386,5.64,F4II-III,18.28,6.94,53.33
HIP 5121,16.40375279,-9.97923948,6.09,K0III,10.58,-30.48,-34.24
HIP 5131,16.42053152,21.4732162,5.33,A1Vn,13.67,44.3,-14.32
HIP 5132,16.42365838,21.46547318,5.55,A0Vn,14.67,53.93,-12.63
HIP 5141,16.45509251,4.90866194,6.35,F4V...,21.87,11.75,-119.26
HIP 5165,16.52127713,-46.71849042,3.32,G8IIIvar,16.46,-70.16,31.6
HIP 5164,16.52137513,-9.83936845,5.58,A1V,5.48,30.98,5.89
HIP 5170,16.5322074,-23.99236906,6.12,K1III,9.31,-41.03,-33.59
HIP 5175,16.54664936,32.18154253,6.28,K0,5.6,7.38,-23.53
HIP 5204,16.64007727,12.95597351,6.14,G8III,8.91,13.76,27.14
HIP 5240,16.75030618,56.93523628,6.41,K2III...,10.26,93.95,-108.56
HIP 5251,16.78933996,53.49819318,6.31,K0,2.4,16.82,-3.32
HIP 5259,16.80364889,-23.99625645,6.36,A3III,13.96,74.44,-31.75
HIP 5268,16.82738598,-61.77526197,5.36,G5III,11.68,73.79,-11.24
HIP 5296,16.94216802,-9.78559168,5.71,F7IV,20.97,149.04,16.99
HIP 5300,16.94927201,-41.48693516,5.21,A3V,16.48,36.0,7.85
HIP 5310,16.98795829,20.73932115,5.56,A3V,20.23,85.43,-85.81
HIP 5315,16.99825172,1.99409389,6.44,K0IV,21.53,143.39,-432.84
HIP 5317,17.00299391,43.94224107,5.04,A3m,16.61,160.96,-61.32
HIP 5319,17.00501793,32.01219214,6.23,F5IV,23.87,203.71,-25.62
HIP 5336,17.05383776,54.92422766,5.17,G5Vp,132.4,3421.44,-1599.27
HIP 5346,17.09309979,5.6502213,5.51,F0III-IV,27.84,-248.4,-165.49
HIP 5348,17.0960837,-55.24583235,3.94,B6V + B0V,11.66,21.17,29.7
HIP 5361,17.13936547,58.26347937,5.77,B8V,5.75,17.15,-12.39
HIP 5364,17.14693197,-10.181928,3.46,K2III,27.73,215.81,-138.33
HIP 5372,17.18399735,86.25711803,4.24,K2II-III,10.43,80.34,-11.36
HIP 5412,17.3012206,80.01167654,6.24,K0,6.97,-30.97,-39.96
HIP 5434,17.37550908,47.2418241,4.26,B7III,4.43,3.81,-13.02
HIP 5447,17.43248991,35.62083048,2.07,M0IIIvar,16.36,175.59,-112.23
HIP 5454,17.45502008,19.6583854,5.57,G0III,8.09,-4.65,9.34
HIP 5477,17.53073683,-57.69413983,6.41,G6II/III,7.9,-2.86,-114.73
HIP 5483,17.54762035,15.67397125,6.07,M0III,5.85,20.41,-24.51
HIP 5485,17.54982773,-8.90603998,6.4,K0III,8.94,-19.62,-39.2
HIP 5493,17.57852966,42.08157668,5.67,F8V,18.98,-135.76,-41.87
HIP 5494,17.58103932,25.45803989,5.81,K5III,9.06,2.92,-113.75
HIP 5510,17.63982219,2.44570842,5.97,K4III,3.63,-8.69,-15.94
HIP 5518,17.66360631,68.77868759,5.32,A0Vnn,10.26,35.26,-27.48
HIP 5542,17.77471116,55.14994765,4.34,A7Vvar,23.73,226.62,-19.34
HIP 5544,17.7782219,31.42476555,5.15,F0V,5.82,-8.7,-12.02
HIP 5550,17.79287081,37.72413814,5.8,B7III-IV,3.56,-15.54,-6.96
HIP 5566,17.85631897,64.20272388,5.56,B9.5V,7.96,40.94,-19.3
HIP 5571,17.86330901,21.03467568,4.66,K0III,7.42,41.66,-10.55
HIP 5575,17.87069076,10.29192297,6.49,G5,7.92,10.94,-6.07
HIP 5586,17.91494471,30.08972962,4.51,K0III-IV...,20.11,74.29,-37.61
HIP 5589,17.92237013,65.01888517,5.57,B9IV,8.99,23.85,-12.92
HIP 5594,17.93142731,-2.25102487,5.93,K4III,7.4,-57.83,-22.21
HIP 5626,18.06878934,79.67397492,5.6,A3V,11.98,95.83,-4.91
HIP 5650,18.14192241,45.33747997,6.13,M1III,4.67,24.03,20.95
HIP 5661,18.1890296,-37.85640391,5.95,A9IV: (+F/G),13.62,88.99,-30.76
HIP 5679,18.24774657,30.06430791,6.24,G1V...,9.58,21.88,-32.33
HIP 5688,18.29090532,61.70620371,6.4,B9V,5.0,29.16,-6.35
HIP 5737,18.43250986,7.57548895,5.21,A7IV,22.09,141.66,-55.62
HIP 5742,18.43723014,24.58376482,4.67,K0III...,8.64,18.58,-21.26
HIP 5743,18.4382284,7.57837574,6.44,F7V,16.69,154.42,-47.11
HIP 5772,18.52027175,28.52970567,6.33,M2S SB,3.21,63.06,-53.79
HIP 5778,18.53186747,16.13354221,5.97,B8III,6.52,-30.59,-26.18
HIP 5799,18.59986241,-7.9235004,5.14,F5V,41.01,123.67,277.58
HIP 5824,18.67666596,6.9951961,6.04,G6III:,7.07,-13.62,-24.67
HIP 5833,18.70491873,-0.97429411,5.7,F5V,22.79,-14.55,205.45
HIP 5862,18.79403213,-45.53209717,4.97,F8V,66.43,664.47,178.12
HIP 5896,18.93956391,-68.87623708,4.25,F6IV,48.94,411.11,127.43
HIP 5926,19.04959061,71.74384538,5.87,K1V,0.22,-1.59,-1.18
HIP 5928,19.05251889,87.14554531,6.2,K2III:,10.01,49.99,-20.22
HIP 5936,19.07875996,33.11480731,6.04,K1III,10.36,27.97,-35.89
HIP 5947,19.12932621,79.90986944,6.27,F5Vs,13.84,-48.26,59.0
HIP 5951,19.15144476,-2.5002128,5.42,G5III-IVe,12.74,-100.62,-63.95
HIP 5992,19.26533831,-66.39789075,6.23,A0V,9.69,53.04,15.04
HIP 5993,19.27105871,44.90209025,6.11,K5,5.53,11.75,-40.32
HIP 6025,19.35059759,31.74460911,6.36,K0,11.78,-44.7,3.32
HIP 6061,19.4499337,3.61452038,5.13,A3V,14.83,-48.38,-22.37
HIP 6087,19.54225774,47.41971636,6.29,K0,2.13,7.75,-4.24
HIP 6093,19.55788373,57.80316871,6.39,M5,3.73,-7.68,-1.21
HIP 6140,19.69589864,37.38630238,6.44,A5m,7.15,-8.67,-11.34
HIP 6193,19.86657455,27.26408682,4.74,A3V,10.49,26.21,-11.62
HIP 6226,19.9512172,-0.5089949,5.87,A7V...,8.27,5.35,-13.91
HIP 6242,20.02049027,58.2316161,4.95,F0Ia,1.4,-1.31,-2.19
HIP 6261,20.08104611,77.57046497,6.31,G5III...,8.6,-18.46,89.47
HIP 6272,20.1159902,-11.2388149,6.16,K1III,8.53,-50.54,-75.93
HIP 6283,20.14405465,-3.24700031,6.26,K1III,6.17,-1.93,4.32
HIP 6312,20.27160602,64.65818814,6.33,A2Vnn,13.67,59.68,-23.53
HIP 6315,20.28064145,28.73838983,5.23,K5III,9.49,28.53,-75.19
HIP 6378,20.49558059,76.23888764,6.37,F0IVn,13.04,67.85,-34.31
HIP 6411,20.58497087,45.5287566,4.87,K0III-IV,16.68,32.21,8.73
HIP 6427,20.62715374,-19.08104977,6.35,F5/F6V,16.82,-58.42,-64.95
HIP 6432,20.65381169,1.72644123,6.21,M0III,3.89,65.45,-44.78
HIP 6486,20.83863463,58.14321418,6.36,F4V,17.34,132.26,-90.68
HIP 6492,20.85396862,20.4689899,5.97,K5,3.94,-5.59,-9.3
HIP 6502,20.87903356,-30.94550599,5.84,M0III,3.67,-15.51,-45.83
HIP 6512,20.90546597,34.24560145,6.28,G8IV,16.98,231.92,117.55
HIP 6514,20.91898254,37.71499034,5.6,A1m,15.43,81.77,-19.64
HIP 6522,20.94506566,78.72604828,6.07,A0Iab,0.1,-4.29,3.24
HIP 6537,21.00604671,-8.18275372,3.6,K0III,28.48,-78.38,-206.88
HIP 6539,21.01013866,-8.00725234,6.21,F0V,14.83,179.74,-67.31
HIP 6564,21.08535375,-6.91466853,5.92,F4V,22.33,31.05,5.12
HIP 6589,21.16631123,-15.66041899,6.17,G8III/IV,9.76,29.88,-20.19
HIP 6592,21.16988858,-41.49245885,5.42,K0III,13.22,16.95,-36.94
HIP 6595,21.17467728,-44.52852794,6.26,K1II,5.32,-10.09,-19.4
HIP 6605,21.20281063,-2.84852187,6.17,G8III,12.17,10.79,-28.02
HIP 6631,21.27198122,-64.3694363,5.92,M0III,3.23,23.15,-17.1
HIP 6669,21.39856813,23.51157323,6.18,F5III,13.01,34.07,-22.18
HIP 6670,21.40503869,-14.59875437,4.9,K2III,11.31,42.54,-17.25
HIP 6685,21.44292737,70.97992123,6.34,A0Vnn,6.34,9.33,-13.89
HIP 6686,21.45251267,60.23540347,2.66,A5Vv SB,32.81,297.24,-49.49
HIP 6692,21.48293404,68.12994739,4.72,K0III,16.89,75.07,26.82
HIP 6702,21.53590855,34.57990693,6.34,F7V,26.14,235.58,-84.99
HIP 6706,21.56366085,19.17232096,5.35,F2V:var,38.35,-26.8,10.16
HIP 6711,21.57749566,43.45788606,5.98,F7V,24.21,108.31,-60.45
HIP 6714,21.59817582,20.07090163,6.44,K0,10.71,55.53,-40.07
HIP 6717,21.61382606,-0.3989861,6.42,K0IV,4.7,50.11,-19.66
HIP 6732,21.67352916,19.24056476,5.5,K1III,10.63,50.82,-58.73
HIP 6748,21.71481835,-13.05653391,5.51,F0V,27.55,14.53,9.01
HIP 6776,21.7758949,34.37757818,6.27,F7IVsvar,23.45,160.89,-10.75
HIP 6789,21.84712814,-22.33802701,6.43,K0/K1III,8.43,-1.66,-84.29
HIP 6794,21.86110539,41.10109784,6.42,Am...,17.91,9.84,24.67
HIP 6813,21.9128547,45.40695287,4.83,F5IV,35.33,356.99,-109.32
HIP 6822,21.94348544,-10.90162048,6.13,K0,9.15,179.15,15.79
HIP 6867,22.0914236,-43.31772906,3.41,K5II-III,13.94,-18.21,-207.71
HIP 6868,22.09520584,7.96137392,6.22,K1IIIvar,8.89,110.79,-8.59
HIP 6952,22.37723818,-46.75646248,6.25,M3III,3.32,2.37,16.72
HIP 6960,22.40041765,-21.62934677,5.11,A0V,14.72,55.64,3.22
HIP 6971,22.42829333,-25.61778011,6.37,K1III,5.54,37.75,12.76
HIP 6981,22.47011303,18.35567537,6.01,A4IV,8.61,59.05,-2.64
HIP 6999,22.52542506,47.00737711,5.27,K0III,11.26,0.64,-42.53
HIP 7007,22.54559597,6.14393314,4.84,K4III,9.05,293.23,-46.36
HIP 7016,22.5953198,-26.20785462,5.92,K2III,7.35,43.67,1.4
HIP 7050,22.7167174,66.09811465,6.15,A2Vs,11.54,74.83,-11.18
HIP 7078,22.80632718,70.2647886,5.82,F6V,34.19,137.53,-76.0
HIP 7083,22.81242306,-49.07307701,3.93,K0III-IV,22.15,138.22,154.2
HIP 7097,22.87080776,15.34583101,3.62,G8III,11.09,25.73,-3.29
HIP 7115,22.91256447,-45.57572379,6.17,A2V,10.21,-11.58,4.82
HIP 7118,22.93021487,-30.28292502,5.79,K0III,10.74,-4.43,-64.34
HIP 7147,23.0315984,34.79997529,6.39,B7IIIMNp...,3.48,-9.66,-5.32
HIP 7189,23.15163543,-49.72753415,6.27,F4V,12.41,-28.24,-73.47
HIP 7213,23.23355059,-36.86518161,5.49,K1/K2III,12.29,0.09,-20.33
HIP 7243,23.32611246,8.20881472,6.31,K0,5.58,18.89,-31.62
HIP 7251,23.35711597,58.32734523,5.69,K0Ib+...,1.67,3.78,-4.66
HIP 7271,23.41359158,-78.5044859,6.11,G3IV,7.4,-30.96,-137.42
HIP 7276,23.42805448,-7.02514279,5.75,G2IV,33.71,176.82,-81.49
HIP 7283,23.45214999,89.01571833,6.46,A3V,10.15,64.92,-32.43
HIP 7294,23.48302496,59.23209665,4.68,K0III,15.96,-43.06,-23.18
HIP 7321,23.56915511,37.23719753,5.9,B9IV,8.32,12.62,-21.0
HIP 7345,23.65717247,-15.6763527,5.62,A1V,16.32,94.7,-2.67
HIP 7359,23.704364,18.46067238,5.9,M2III,5.46,30.1,-65.92
HIP 7361,23.71180174,-31.89221429,6.11,K0/K1III,8.87,-69.78,-42.29
HIP 7362,23.71379541,-3.52380859,6.44,K0,3.98,12.52,-33.28
HIP 7363,23.71481184,-23.69971287,6.41,K2III,3.29,25.08,12.91
HIP 7387,23.81128987,-58.13939438,6.03,F2V,24.72,284.01,-33.05
HIP 7436,23.94350195,14.66144102,6.23,B9.5III,1.42,3.89,-7.61
HIP 7443,23.96083226,-39.94700724,6.43,F3/F5V,26.54,-43.99,-48.95
HIP 7444,23.9685993,41.07641867,6.39,K1III,8.41,144.44,0.69
HIP 7447,23.97777176,17.43378965,5.95,F0IV,16.75,149.18,21.16
HIP 7450,23.99565496,-15.40021584,5.41,K1III,5.94,19.14,13.53
HIP 7463,24.03512124,-29.9074336,5.69,F2V,16.13,119.68,47.98
HIP 7493,24.11339268,48.72282149,6.2,K1III:,7.77,-16.36,-18.69
HIP 7505,24.18134717,7.83150675,6.39,M0,3.6,4.49,9.13
HIP 7506,24.18654178,-58.2709679,6.18,M3III,4.05,23.38,0.83
HIP 7513,24.19990413,41.40638491,4.1,F8V,74.25,-172.57,-381.01
HIP 7535,24.27483902,12.14151058,5.54,F0V,29.58,-74.9,9.96
HIP 7568,24.3657494,-84.76965017,5.66,K0III,8.94,34.69,23.45
HIP 7580,24.40648858,-9.40405165,6.24,F7V,26.15,249.38,111.02
Achernar (α Eri),24.42813204,-57.23666007,0.45,B3Vp,22.68,88.02,-40.08
HIP 7593,24.44666689,64.73935565,6.49,A6Iab,1.1,-1.36,0.59
HIP 7597,24.46688941,-3.44065222,6.43,K5,3.64,26.34,-10.55
HIP 7601,24.47908355,-82.97528876,5.88,G2V,36.86,122.3,120.7
HIP 7607,24.49792651,48.62848641,3.59,K3III,18.76,60.9,-112.42
HIP 7617,24.53151544,57.97764488,5.55,G5II,2.86,2.98,-5.54
HIP 7643,24.61455891,-36.5279533,5.94,K0III,10.1,-13.27,-122.36
HIP 7650,24.62892127,73.04007203,5.28,G8II-IIIvar,7.3,-11.81,-13.23
HIP 7651,24.63265671,45.39970504,6.38,B9pe...,7.17,-16.21,0.59
HIP 7679,24.71544923,-21.27547447,5.58,F0V,14.21,129.52,37.13
HIP 7719,24.83757938,44.38612827,5.01,G8III...,13.46,-20.49,14.95
HIP 7740,24.9198664,16.40588595,5.98,K2III,7.18,82.41,-11.56
HIP 7751,24.94684603,-56.19644067,5.76,K0V,122.75,286.1,16.66
HIP 7786,25.05465447,53.86828894,6.35,K5III,5.29,-16.19,-4.63
HIP 7818,25.14501739,40.57710624,4.96,B8III,4.79,16.67,-23.5
HIP 7819,25.14535993,8.76076486,6.34,F2,17.99,68.29,1.86
HIP 7825,25.16483499,43.29776385,5.63,A9IV:,12.15,111.06,-31.65
HIP 7874,25.32624343,25.74581125,6.2,F2III,17.86,118.38,-40.63
HIP 7879,25.33868782,-79.14825374,6.33,G6/G8III,8.26,59.76,22.13
HIP 7884,25.35794814,5.48760445,4.45,K3III,8.86,-22.73,3.61
HIP 7886,25.36368452,-38.1329641,6.2,F3/F5IV/V,23.87,50.23,56.51
HIP 7906,25.413509,30.04713542,5.97,K0III,6.23,-8.1,-6.5
HIP 7916,25.4366587,-11.32366816,5.75,F5V+...,26.83,60.1,-411.71
HIP 7918,25.44381547,42.61380692,4.96,G2V,79.09,791.35,-180.16
HIP 7921,25.44980076,-60.78924102,5.7,K2/K3III,8.79,12.81,-40.52
HIP 7941,25.51256331,-36.83226421,5.7,A0V,10.71,-29.32,-16.7
HIP 7943,25.51439571,35.24576705,5.63,B9IV-V,12.61,49.41,-24.67
HIP 7955,25.53602338,-32.32685759,5.25,K1II/III,15.02,-74.79,-46.35
HIP 7963,25.57369215,58.6277587,6.35,B8III,2.24,15.39,-8.22
HIP 7965,25.5851851,68.04304624,5.57,A0p SiSr,7.34,53.08,-10.34
HIP 7978,25.62146258,-53.7405747,5.52,F8V,57.63,166.97,-106.71
HIP 7981,25.62479083,20.27015091,5.24,K1V,133.91,-302.12,-677.4
HIP 7999,25.68132047,-3.69011692,4.98,K3II-III,2.71,-11.67,-34.38
HIP 8016,25.73220374,70.62255881,5.18,B9V,11.62,76.62,-13.62
HIP 8020,25.74298829,61.42109575,6.33,B7II,3.19,2.42,-9.32
HIP 8044,25.81828533,45.32263641,6.33,K2IV,18.04,139.04,5.06
HIP 8046,25.83223958,60.55137091,5.78,B8IIIn,3.57,13.57,-15.78
HIP 8068,25.9150637,50.6887655,4.01,B2Vpe,4.55,24.08,-13.59
HIP 8086,25.95895146,32.19201138,6.32,G8III-IV SB,7.08,-6.01,1.38
HIP 8094,25.97837552,-4.76543961,6.2,K0,4.55,-23.98,-30.81
HIP 8102,26.02136441,-15.93955597,3.49,G8V,274.17,-1721.82,854.07
HIP 8115,26.07464115,57.53666151,6.18,A3V,12.63,46.7,-18.39
HIP 8127,26.11055417,46.13976854,6.32,K5III,6.04,-7.11,-31.62
HIP 8143,26.18195961,-6.76617551,6.45,G0,6.09,11.07,4.71
HIP 8148,26.19229561,57.08922153,6.25,A2V,5.82,18.08,1.84
HIP 8159,26.23271918,20.08340568,6.27,G5IV,30.71,-45.05,-105.39
HIP 8198,26.34828629,9.15764102,4.26,K0III,12.63,70.82,38.99
HIP 8209,26.41106016,-25.05243403,5.29,F2IV,36.46,159.48,-72.38
HIP 8230,26.49694074,-5.73322696,5.37,K4III,6.4,-9.09,-29.69
HIP 8233,26.50414338,-27.34872151,6.38,F2V,23.16,97.86,-45.12
HIP 8240,26.52469172,-50.81621317,5.49,M3III,4.8,43.66,-17.45
HIP 8241,26.52557865,-53.52218065,5.04,A1V,17.54,126.45,59.04
HIP 8320,26.81955818,-41.76004487,6.18,K5/M0III,5.79,12.1,48.81
HIP 8362,26.9336011,63.85310111,5.63,K0V,100.24,582.05,-246.83
HIP 8366,26.94453905,-80.17616913,6.05,F0III,16.13,-71.73,-58.41
HIP 8369,26.94903392,-37.15953257,6.33,K0III,5.85,0.81,20.4
HIP 8370,26.95001171,46.2298846,6.33,F6V,17.15,12.84,-55.52
HIP 8387,27.0454279,16.95563093,5.86,B9.5V,11.37,55.87,-32.97
HIP 8404,27.10843265,3.68540364,5.91,G9III,9.95,-9.17,17.68
HIP 8423,27.16184118,37.95293583,5.94,K0III,10.57,111.84,-27.04
HIP 8433,27.17366149,32.68948705,5.78,F8V,36.65,-166.73,297.35
HIP 8475,27.31483954,47.89695175,6.01,A3V,9.84,-20.22,-11.46
HIP 8480,27.33067634,-31.07242337,6.35,K2/K3III,7.35,85.62,-16.48
HIP 8497,27.39662961,-10.68618074,4.66,F3III,42.35,-148.9,-94.47
HIP 8514,27.45359409,-38.40348295,6.37,F6V,36.89,2.1,282.37
HIP 8544,27.53575113,22.2753566,5.83,K1III+...,5.68,-14.32,-7.55
HIP 8552,27.58367053,-47.81650912,6.14,K1IV,6.65,115.7,48.33
HIP 8588,27.71672491,11.0434459,5.92,F2Vw,23.46,-69.33,-27.84
HIP 8593,27.72699465,-50.20612713,5.94,A1V,13.37,-47.97,-4.3
HIP 8598,27.73786884,51.93369809,5.96,F5V,22.42,41.16,-115.5
HIP 8641,27.85977105,-39.83587507,6.44,K1IIICN...,7.25,15.74,-24.7
HIP 8645,27.86504416,-10.33494526,3.74,K2III,12.59,38.78,-38.04
HIP 8664,27.90749014,-6.87411986,6.42,K0,6.01,4.13,-9.39
HIP 8688,27.94204315,-15.64748397,6.44,M2III,4.05,13.42,1.47
HIP 8704,27.99711412,55.14740479,5.53,B1.5V,3.17,12.53,-8.25
HIP 8714,28.03897527,50.79286359,5.7,B9p...,6.63,18.39,-28.68
HIP 8771,28.21140471,51.47485303,6.28,A3V,6.59,-13.61,-6.84
HIP 8778,28.21703176,-16.92912351,5.78,F0V,9.87,41.36,-51.94
HIP 8796,28.27041595,29.57939727,3.42,F6IV,50.87,12.02,-233.69
HIP 8814,28.32229965,40.72979974,5.42,K1III,6.04,-9.6,-4.17
HIP 8820,28.34615301,-38.59470335,6.09,K1/K2III,8.62,128.67,29.48
HIP 8832,28.38235506,19.29409264,3.88,A1p Si,15.96,79.43,-99.1
HIP 8833,28.38890233,3.18747844,4.61,K0III SB,17.11,23.69,23.9
HIP 8837,28.41174872,-46.30244631,4.39,M4III SB,10.15,-92.38,-91.46
HIP 8847,28.45193321,55.59767097,6.44,A5m,13.61,47.46,-12.98
HIP 8882,28.59191795,-42.49688104,5.12,A3V,10.55,-34.32,-28.34
HIP 8886,28.59868107,63.67014686,3.35,B2pvar,7.38,31.98,-18.66
HIP 8903,28.65978771,20.80829949,2.64,A5V...,54.74,96.32,-108.8
HIP 8922,28.72395703,40.70220085,6.25,K2,9.45,44.19,-68.47
HIP 8928,28.73339519,-67.64748114,4.68,G5III,15.04,76.0,73.17
HIP 8930,28.74013935,37.12833508,6.28,K0,6.21,37.21,-18.49
HIP 8957,28.83206122,-60.31238593,6.43,F2V,18.23,-45.78,-40.39
HIP 8983,28.9436084,-60.86113745,6.07,F0IV/V,21.5,14.17,66.77
HIP 8991,28.9593779,-78.34867741,6.15,F5/F6IV/V,24.2,103.01,53.05
HIP 8993,28.96263355,23.57734317,5.76,K1III,6.25,12.06,-8.88
HIP 8998,28.97391411,1.84951901,6.01,F7V+...,25.71,158.44,190.44
HIP 9001,28.97697359,37.27780093,5.89,K5III,3.29,9.42,-6.27
HIP 9007,28.98680207,-51.60958673,3.69,G5IV,57.19,681.24,284.23
HIP 9009,29.00001575,68.68526545,4.97,B8III,4.65,13.82,-9.73
HIP 9021,29.03845779,37.251804,5.69,G8III...,10.18,182.88,10.54
HIP 9022,29.03914737,-49.8364799,6.37,B8/B9V,5.13,14.36,14.0
HIP 9061,29.16732782,-22.52671153,4.92,K3III,8.18,62.22,-30.19
HIP 9085,29.24856719,-51.76685008,6.1,F8V,37.97,348.83,249.36
HIP 9094,29.29093654,-10.24183649,6.42,G5,29.43,-368.41,-243.15
HIP 9095,29.29163705,-47.38529869,4.82,G8III,12.22,101.65,8.79
HIP 9110,29.33763922,17.8175894,5.09,K1p...,4.95,34.28,-23.71
HIP 9132,29.43223051,27.8045238,5.84,M2III,6.85,13.4,-58.83
HIP 9149,29.47237594,-65.42468427,6.36,G8II/III,6.09,-24.59,-6.5
HIP 9153,29.48239763,23.5960961,4.79,F0V,24.49,-91.51,-14.45
HIP 9163,29.4967917,47.09553693,6.48,K0,2.86,7.27,-6.75
HIP 9207,29.61116045,-33.06673777,6.37,K0III,9.42,4.19,-20.26
HIP 9220,29.63840779,61.69781632,6.02,B5III,4.52,12.93,-11.41
HIP 9222,29.63958177,49.204252,5.7,K0IV,13.25,6.26,41.23
HIP 9236,29.69113269,-61.56992444,2.86,F0V,45.74,262.54,26.88
HIP 9237,29.6914787,-11.30074034,6.46,G5,7.97,72.23,-88.47
HIP 9295,29.85783536,12.29495706,6.09,A6V,12.12,7.9,-33.42
HIP 9307,29.89831329,21.05860461,5.89,K0III-IV,8.17,140.8,-14.35
HIP 9312,29.90828959,64.62163894,5.29,A0Vn,12.69,35.76,-15.22
HIP 9313,29.91189289,-42.03028941,5.57,K1III,12.55,-50.58,-99.76
HIP 9318,29.92116544,-66.06657323,6.09,K2III,7.62,34.0,6.2
HIP 9326,29.94245126,-20.82457549,5.43,M0/M1III,4.88,17.93,15.2
HIP 9347,30.0009367,-21.07777193,3.99,K5/M0III,10.84,133.01,-24.53
HIP 9353,30.03760293,3.09763527,5.89,G2IV,32.18,231.21,-255.2
HIP 9372,30.11154942,-8.52382616,5.43,M3III,5.5,86.73,-19.32
HIP 9440,30.3116514,-30.00156583,5.34,G8III,11.71,-108.68,-108.79
HIP 9459,30.42667654,-44.71339037,5.15,K5III,8.76,-31.8,-48.79
HIP 9480,30.48979079,70.90704605,4.49,A3IV,27.91,-54.46,-10.69
HIP 9487,30.51166929,2.76376048,3.82,A2,23.45,33.29,-0.42
HIP 9505,30.57530917,54.48754946,4.99,B8III,4.41,33.79,-3.4
HIP 9521,30.61781113,-29.66566527,6.4,A3III,7.22,-15.71,9.52
HIP 9533,30.6461577,13.47672808,5.97,M2III,3.86,-0.08,-4.99
HIP 9562,30.71567005,-23.88655058,6.3,K2III,3.4,-39.5,-32.04
HIP 9564,30.71872421,64.90149425,6.0,A1Vn,11.49,-12.57,-11.69
HIP 9568,30.73767498,77.91627546,6.04,K0,3.03,-5.33,-5.03
HIP 9570,30.7415286,33.28415151,5.5,A2V,8.81,-15.99,-6.75
HIP 9572,30.74397324,-15.30594985,5.87,K0II/III,9.91,25.62,7.32
HIP 9573,30.75078582,64.39002289,5.59,B8Ib,0.94,-0.98,-1.95
HIP 9586,30.79378002,73.85056527,6.12,A5III,8.98,-27.15,1.91
HIP 9589,30.7983571,0.12845397,5.42,A5III,11.31,75.85,21.74
HIP 9598,30.85912643,72.42123962,3.95,A2V,20.12,-44.0,22.51
HIP 9621,30.91359346,25.93544879,5.64,F8IV,18.9,125.66,9.27
HIP 9622,30.91868509,-4.10336397,5.61,K5Iab:,4.98,6.62,-62.67
HIP 9627,30.92755689,18.25328848,6.24,K4III,2.43,-8.65,-20.79
HIP 9631,30.9505127,-0.34014611,5.96,G5V...,9.89,82.76,-43.09
HIP 9640,30.97466283,42.32984832,2.1,B8V,9.19,43.08,-50.85
HIP 9655,31.05181354,-11.85976239,6.43,K4III,3.1,55.35,-3.18
HIP 9677,31.12262534,-29.29683966,4.68,B9.5p (Si),9.03,12.56,8.54
HIP 9685,31.14600838,-54.88162897,6.45,F2V,21.17,75.79,-24.72
HIP 9706,31.21246935,7.73566461,6.44,K0,6.8,29.54,-0.24
HIP 9727,31.27938922,77.28145654,5.27,F0Vn,29.8,138.9,-47.56
HIP 9763,31.38157411,76.11511028,5.22,G8III,7.65,-12.19,-20.49
HIP 9809,31.55113149,8.24814235,6.27,M4,3.71,-14.16,-11.55
HIP 9827,31.62196116,0.03536862,6.29,K0,5.98,64.17,6.46
HIP 9836,31.64130188,22.64840404,5.03,A2m,17.4,20.62,-35.84
HIP 9859,31.70509566,25.70458883,6.01,B9IV-Vn,2.81,18.57,-14.54
HIP 9862,31.71650468,-19.13878097,6.39,K1III,12.01,148.4,-36.22
HIP 9884,31.79285757,23.46277743,2.01,K2III,49.48,190.73,-145.77
HIP 9977,32.12144102,37.85918337,4.78,A5IV-V,16.48,154.22,-43.64
HIP 9983,32.13978347,44.45954374,6.38,G8III,7.58,14.13,-47.38
HIP 9990,32.16908619,58.42360489,5.66,A1Ia,1.79,-0.82,-1.63
HIP 9999,32.19028203,-17.77910445,6.07,M1III,2.51,-10.9,-21.0
HIP 10035,32.28888091,-43.51647088,5.84,K1III,5.68,-48.33,-51.42
HIP 10050,32.34594705,17.22464882,6.4,F5V,25.47,136.08,-186.23
HIP 10053,32.35535861,25.93997268,4.98,F2III,10.19,77.5,-33.1
HIP 10054,32.35601743,81.29592818,6.05,A1V,14.61,-34.14,7.13
HIP 10064,32.38550383,34.98739204,3.0,A5III,26.24,148.78,-39.13
HIP 10069,32.39508853,-24.34568294,6.48,F0IV/V,16.07,-31.06,-42.03
HIP 10096,32.45179984,-40.86644598,6.49,F3V,14.68,48.51,-22.51
HIP 10111,32.51987613,-43.81555677,6.32,G8III,8.32,50.21,-7.27
HIP 10115,32.53218824,53.84320117,6.31,G8III,5.53,26.33,-45.12
HIP 10138,32.60000721,-50.82531507,6.12,K0V,91.63,2092.84,654.32
HIP 10155,32.6564251,19.50040351,5.68,M3III,4.9,88.73,-27.1
HIP 10176,32.72014334,39.03957814,6.09,B9V,12.41,-7.99,-21.52
HIP 10203,32.8002511,25.93695537,6.01,K4III,4.07,-8.85,-6.95
HIP 10212,32.83817716,8.57008262,5.64,G0IV,23.52,-141.2,-114.26
HIP 10215,32.8426776,-10.05174603,6.0,F5V,20.0,-27.3,-171.15
HIP 10220,32.85416096,31.52642246,6.24,A1m,6.76,35.4,-10.16
HIP 10227,32.87164306,57.64554793,6.38,B5Ia,1.28,-0.72,-1.79
